sample_id,location,land_use,elevation_m_paper,biome,env_feature,soil_type_wrb,longitude,latitude,precip_mm_paper,mat_c_paper,toc_stock_t_ha,tn_stock_t_ha,season,tc,toc,tic,loi,tn,bd,sm_grav,sm_vol,ph_sn,ph_su,ec,sampling_dt,era5_precip_mm,era5_mat_c,era5_elevation_m,climate_is_fallback,precip_mm,mat_c,elevation_m,doy,is_september,cn_ratio,carbonate_frac
16,merke,grass cover,670.0,temperate grassland,flood plain,arenosol,73.1852239743,42.9244869668,431.704347826087,1.2213043478260874,35.002125,3.6703125000000005,may,26.429999999999996,15.485,10.944999999999997,30.082566516458225,1.845,1.3342113438657643,11.052577075615716,0.14964762639042808,7.3933333333333335,8.049999999999999,312.76666666666665,2015-05-28 10:30:00,604.77,10.036046723854716,669.0,0,604.77,10.036046723854716,669.0,148,0,8.392953929539296,0.4141127506621263
16,merke,grass cover,670.0,temperate grassland,flood plain,arenosol,73.1852239743,42.9244869668,431.704347826087,1.2213043478260874,35.002125,3.6703125000000005,sep,24.82,17.285,7.535,49.240176015892516,1.7800000000000002,1.3737114335365865,17.25,0.23350823214787972,7.293333333333334,7.703333333333333,449.8333333333333,2015-09-23 12:20:00,604.77,10.036046723854716,669.0,0,604.77,10.036046723854716,669.0,266,1,9.71067415730337,0.30358581788879935
17,zhdanovo,grass cover,628.0,temperate grassland,steppe soil,regosol,73.2451049611,43.0241290201,318.891304347826,10.530289855072473,45.265200000000014,3.9647250000000005,may,27.0,16.675,10.325,19.60765909858813,1.82,1.355146924172615,9.65687172182567,0.1297773643248538,7.213333333333334,7.773333333333333,3265.6666666666665,2015-05-28 11:10:00,624.2766666666666,10.244999087424713,300.0,0,624.2766666666666,10.244999087424713,300.0,148,0,9.162087912087912,0.38240740740740736
17,zhdanovo,grass cover,628.0,temperate grassland,steppe soil,regosol,73.2451049611,43.0241290201,318.891304347826,10.530289855072473,45.265200000000014,3.9647250000000005,sep,36.055,22.520000000000003,13.534999999999997,45.48897325183363,2.125,1.3326254384829601,13.47,0.18096610857749937,7.239999999999999,7.783333333333334,590.1999999999999,2015-09-23 12:56:00,624.2766666666666,10.244999087424713,300.0,0,624.2766666666666,10.244999087424713,300.0,266,1,10.597647058823531,0.3753986964360005
18,tasytkel,grass cover,511.611,temperate grassland,steppe soil,regosol,73.5743410047,43.3324020077,335.10434782608684,10.716159420289843,10.881224999999999,3.3856124999999997,may,27.209999999999997,21.98,5.229999999999997,24.233249206223242,2.79,1.1222596368466065,3.253479582189113,0.04457422331257854,7.1066666666666665,7.736666666666667,336.43333333333334,2015-05-28 12:00:00,451.0266666666666,12.717767840846868,300.0,0,451.0266666666666,12.717767840846868,300.0,148,0,7.878136200716846,0.19220874678427038
18,tasytkel,grass cover,511.611,temperate grassland,steppe soil,regosol,73.5743410047,43.3324020077,335.10434782608684,10.716159420289843,10.881224999999999,3.3856124999999997,sep,16.9,5.295,11.604999999999999,28.931735268885326,0.505,1.61783581742202,9.01,0.1234153967224247,7.626666666666666,8.183333333333332,652.8666666666667,2015-09-23 13:46:00,451.0266666666666,12.717767840846868,300.0,0,451.0266666666666,12.717767840846868,300.0,266,1,10.485148514851485,0.6866863905325443
19,birlik,grass cover,457.965,temperate grassland,flood plain,regosol,73.7880620174,43.6658330262,300.51130434782607,10.709420289855077,39.0285,3.5626499999999997,may,23.939999999999998,16.4,7.539999999999999,30.888404577845744,1.81,1.2872739413074947,14.181737246167026,0.17904982655355503,6.903333333333333,7.693333333333334,4925.666666666667,2015-05-28 14:00:00,355.77000000000004,12.291093265194377,455.0,0,355.77000000000004,12.291093265194377,455.0,148,0,9.060773480662982,0.31495405179615704
19,birlik,grass cover,457.965,temperate grassland,flood plain,regosol,73.7880620174,43.6658330262,300.51130434782607,10.709420289855077,39.0285,3.5626499999999997,sep,28.439999999999998,20.65,7.789999999999999,20.536055990945414,1.96,1.237802134048845,14.52,0.1832754151118601,7.043333333333333,7.353333333333334,880.6,2015-09-23 15:34:00,355.77000000000004,12.291093265194377,455.0,0,355.77000000000004,12.291093265194377,455.0,266,1,10.535714285714285,0.27390998593530236
20,kenes,grass cover,418.163,temperate grassland,steppe soil,chernozem+solonetz,73.5785980057,43.9649480302,300.51130434782607,10.709420289855077,22.891199999999998,2.5821,may,19.726666666666667,11.125,8.601666666666667,21.12504981848567,1.2850000000000001,1.4682918363758741,13.629891977889777,0.20754401155714364,7.599999999999999,8.06,374.26666666666665,2015-05-28 15:00:00,336.13666666666666,12.284814747216643,420.0,0,336.13666666666666,12.284814747216643,420.0,148,0,8.657587548638132,0.4360425819533626
20,kenes,grass cover,418.163,temperate grassland,steppe soil,chernozem+solonetz,73.5785980057,43.9649480302,300.51130434782607,10.709420289855077,22.891199999999998,2.5821,sep,20.095,10.04,10.055,26.922736741208805,0.98,1.5771323174933372,9.46,0.14411366907828718,7.5,7.963333333333334,575.1,2015-09-23 16:25:00,336.13666666666666,12.284814747216643,420.0,0,336.13666666666666,12.284814747216643,420.0,266,1,10.244897959183673,0.500373227170938
21,khantau,barren land,397.082,desert shrubland,desert scrubland,arenosol,73.6995620281,44.1545030102,272.69913043478255,9.972898550724658,19.3158,1.7954999999999999,may,10.934999999999999,5.654999999999999,5.279999999999999,5.520989128525276,0.605,1.6657136909468238,2.016841709010368,0.033884552979188194,8.643333333333333,8.983333333333333,169.6,2015-05-28 15:30:00,281.29,12.161726592443877,300.0,0,281.29,12.161726592443877,300.0,148,0,9.347107438016527,0.4828532235939643
21,khantau,barren land,397.082,desert shrubland,desert scrubland,arenosol,73.6995620281,44.1545030102,272.69913043478255,9.972898550724658,19.3158,1.7954999999999999,sep,20.125,7.665,12.46,24.311606155773944,0.8200000000000001,1.6944462045162847,7.1,0.11933154247151342,8.566666666666666,8.756666666666666,5760.0,2015-09-23 17:20:00,281.29,12.161726592443877,300.0,0,281.29,12.161726592443877,300.0,266,1,9.347560975609756,0.6191304347826088
22,mirnyi,barren land,526.997,temperate desert,desert scrubland,arenosol,73.9253330324,44.5358330011,229.1617391304348,9.625579710144935,20.500275000000002,2.1253875,may,20.533333333333335,9.370000000000001,11.163333333333334,10.806967291556493,0.9249999999999999,1.3409257095205023,4.219592177106988,0.06634593344712617,7.78,8.186666666666667,333.8,2015-05-28 16:20:00,253.70666666666665,10.613104581127942,527.0,0,253.70666666666665,10.613104581127942,527.0,148,0,10.129729729729732,0.5436688311688311
22,mirnyi,barren land,526.997,temperate desert,desert scrubland,arenosol,73.9253330324,44.5358330011,229.1617391304348,9.625579710144935,20.500275000000002,2.1253875,sep,19.354999999999997,8.705,10.649999999999997,12.43188046726606,0.88,1.803735210419873,4.46,0.07017589774270547,7.746666666666667,8.253333333333334,222.63333333333335,2015-09-23 18:08:00,253.70666666666665,10.613104581127942,527.0,0,253.70666666666665,10.613104581127942,527.0,266,1,9.892045454545455,0.5502454146215447
23,"barylbaytal, lake balkhash",shrub cover,365.974,temperate desert,desert scrubland,arenosol,74.01529097,44.9767849781,234.6191304347826,9.880144927536234,9.677249999999999,1.2495,may,18.883333333333333,6.119999999999999,12.763333333333334,7.152339006585033,0.585,1.5469899951259614,3.3131253046274183,0.05637361951382214,7.56,8.006666666666668,969.7666666666668,2015-05-28 17:20:00,167.39333333333337,10.113095455375069,300.0,0,167.39333333333337,10.113095455375069,300.0,148,0,10.461538461538462,0.6759046778464255
23,"barylbaytal, lake balkhash",shrub cover,365.974,temperate desert,desert scrubland,arenosol,74.01529097,44.9767849781,234.6191304347826,9.880144927536234,9.677249999999999,1.2495,sep,14.72,3.795,10.925,12.855087240045048,0.395,1.8560578469717788,4.62,0.07864271539019459,8.546666666666667,8.653333333333334,142.96666666666667,2015-09-23 19:24:00,167.39333333333337,10.113095455375069,300.0,0,167.39333333333337,10.113095455375069,300.0,266,1,9.60759493670886,0.7421875
24,"akerme, lake balkhash",shrub cover,363.387,temperate desert,desert scrubland,arenosol,73.7403409928,45.3242240008,192.1356521739131,9.09115942028984,12.282000000000002,1.3800000000000001,may,17.475,5.035,12.440000000000001,7.015052492385262,0.495,1.8389713739125937,3.2120329519687467,0.05897424503453566,8.013333333333334,8.33,136.13333333333335,2015-05-28 18:10:00,160.34,9.301679138528929,368.0,0,160.34,9.301679138528929,368.0,148,0,10.171717171717171,0.7118741058655222
24,"akerme, lake balkhash",shrub cover,363.387,temperate desert,desert scrubland,arenosol,73.7403409928,45.3242240008,192.1356521739131,9.09115942028984,12.282000000000002,1.3800000000000001,sep,15.719999999999999,4.45,11.27,13.144833494892431,0.505,1.8331107643802356,4.53,0.08308968973641785,8.86,9.183333333333334,5474.666666666667,2015-09-23 20:20:00,160.34,9.301679138528929,368.0,0,160.34,9.301679138528929,368.0,266,1,8.811881188118813,0.7169211195928753
25,"zhastar, lake balkhash",barren land,342.673,temperate desert,barren land,arenosol,73.4062970057,45.5847479682,180.21391304347827,8.152463768115949,8.9775,1.197,may,24.186666666666667,7.855,16.331666666666667,7.00309954244115,0.77,1.2846766253603934,8.237383902829036,0.11513482123818122,8.196666666666667,8.493333333333334,9176.333333333334,2015-05-28 19:00:00,145.60333333333335,8.834832998722396,344.0,0,145.60333333333335,8.834832998722396,344.0,148,0,10.201298701298702,0.6752342888643881
25,"zhastar, lake balkhash",barren land,342.673,temperate desert,barren land,arenosol,73.4062970057,45.5847479682,180.21391304347827,8.152463768115949,8.9775,1.197,sep,17.994999999999997,4.2749999999999995,13.719999999999999,8.75509726186705,0.37,1.5107453832746836,11.45,0.15997041452995966,8.07,8.533333333333333,6940.0,2015-09-23 21:10:00,145.60333333333335,8.834832998722396,344.0,0,145.60333333333335,8.834832998722396,344.0,266,1,11.554054054054053,0.7624340094470686
26,"saryshagan, lake balkhash",barren land,344.272,temperate desert,desert,solonchak+solonetz,73.6841359735,46.2545839883,168.09391304347827,7.470072463768111,15.0849,1.7100750000000005,may,19.153333333333332,7.335,11.818333333333332,6.821533923303949,0.8300000000000001,1.2723620383368657,9.116997261652457,0.13805928816641894,7.6000000000000005,8.026666666666666,312.3666666666666,2015-05-28 20:10:00,148.94666666666666,8.246002920240919,346.0,0,148.94666666666666,8.246002920240919,346.0,148,0,8.83734939759036,0.6170379394361294
26,"saryshagan, lake balkhash",barren land,344.272,temperate desert,desert,solonchak+solonetz,73.6841359735,46.2545839883,168.09391304347827,7.470072463768111,15.0849,1.7100750000000005,sep,13.06,6.66,6.4,8.527753358130122,0.68,1.7562510811694643,5.68,0.0860022986520013,8.046666666666667,8.143333333333333,270.93333333333334,2015-09-24 11:15:00,148.94666666666666,8.246002920240919,346.0,0,148.94666666666666,8.246002920240919,346.0,267,1,9.794117647058822,0.4900459418070444
27,"gulshat, lake balkhash",barren land,349.686,temperate desert,desert,arenosol,74.1808290314,46.5502329916,175.5078260869565,6.571739130434789,13.883999999999997,1.528575,may,15.613333333333332,5.785,9.828333333333331,9.152863417779306,0.5700000000000001,1.6027996552905057,3.4458038981623047,0.06134980656962267,7.866666666666667,8.176666666666668,181.26666666666665,2015-05-28 21:00:00,134.39,8.053276145281986,352.0,0,134.39,8.053276145281986,352.0,148,0,10.149122807017543,0.6294833475661827
27,"gulshat, lake balkhash",barren land,349.686,temperate desert,desert,arenosol,74.1808290314,46.5502329916,175.5078260869565,6.571739130434789,13.883999999999997,1.528575,sep,14.32,5.199999999999999,9.120000000000001,11.17119944151217,0.5750000000000001,1.9580417825883392,5.04,0.08976205773271803,7.953333333333333,8.396666666666667,196.26666666666665,2015-09-24 12:05:00,134.39,8.053276145281986,352.0,0,134.39,8.053276145281986,352.0,267,1,9.043478260869563,0.6368715083798884
28,balkhash town,barren land,373.0,temperate desert,desert,arenosol+solonetz,74.5461220108,46.7488310393,177.61391304347822,6.599130434782608,16.191999999999997,1.3662000000000003,may,13.69,5.01,8.680000000000001,7.955776226635313,0.46499999999999997,1.5363296993807924,3.9793937887004778,0.06998758361619246,8.116666666666667,8.456666666666667,163.29999999999998,2015-05-28 21:30:00,145.54,7.67176492060595,300.0,0,145.54,7.67176492060595,300.0,148,0,10.774193548387098,0.6340394448502558
28,balkhash town,barren land,373.0,temperate desert,desert,arenosol+solonetz,74.5461220108,46.7488310393,177.61391304347822,6.599130434782608,16.191999999999997,1.3662000000000003,sep,12.786666666666667,6.133333333333333,6.653333333333334,6.79535602166212,0.5700000000000001,1.9811700573003614,2.69,0.047363533459934125,8.146666666666667,8.346666666666666,229.20000000000002,2015-09-24 12:40:00,145.54,7.67176492060595,300.0,0,145.54,7.67176492060595,300.0,267,1,10.760233918128653,0.5203336809176226
29,konyrat settlement,barren land,417.689,temperate desert,desert,arenosol+solonetz,74.9498590082,46.9383720215,177.61391304347822,6.599130434782608,15.835299999999998,1.7998499999999997,may,12.915,7.609999999999999,5.305,14.43675706497206,0.7000000000000001,1.536945882034804,3.940882372824735,0.06654926081466905,7.79,8.156666666666666,199.70000000000002,2015-05-29 08:45:00,147.67999999999998,7.3664446066800515,418.0,0,147.67999999999998,7.3664446066800515,418.0,149,0,10.87142857142857,0.410762679055362
